2025-09-25 12:06:53,560 [INFO] NorthPitMine: simulation started with dispatcher ShortestTripDispatcher
2025-09-25 12:06:53,562 [INFO] Truck: Time:<0> Truck:[OfficalTruck1] Activated at 0, Target load site is ORDER(4):NorthPitMine-LoadSite5, move distance is 2.1
2025-09-25 12:06:53,562 [INFO] Truck: Time:<0> Truck:[OfficalTruck2] Activated at 0, Target load site is ORDER(4):NorthPitMine-LoadSite5, move distance is 2.1
2025-09-25 12:06:53,562 [INFO] Truck: Time:<0> Truck:[OfficalTruck3] Activated at 0, Target load site is ORDER(4):NorthPitMine-LoadSite5, move distance is 2.1
2025-09-25 12:06:53,564 [INFO] Truck: Time:<0> Truck:[OfficalTruck4] Activated at 0, Target load site is ORDER(4):NorthPitMine-LoadSite5, move distance is 2.1
2025-09-25 12:06:53,564 [INFO] Truck: Time:<0> Truck:[OfficalTruck5] Activated at 0, Target load site is ORDER(4):NorthPitMine-LoadSite5, move distance is 2.1
2025-09-25 12:06:53,564 [INFO] Truck: Time:<0> Truck:[OfficalTruck6] Activated at 0, Target load site is ORDER(4):NorthPitMine-LoadSite5, move distance is 2.1
2025-09-25 12:06:53,566 [INFO] Truck: Time:<0> Truck:[OfficalTruck7] Activated at 0, Target load site is ORDER(2):NorthPitMine-LoadSite3, move distance is 3.14
2025-09-25 12:06:53,566 [INFO] Truck: Time:<0> Truck:[OfficalTruck8] Activated at 0, Target load site is ORDER(2):NorthPitMine-LoadSite3, move distance is 3.14
2025-09-25 12:06:53,566 [INFO] Truck: Time:<0> Truck:[OfficalTruck9] Activated at 0, Target load site is ORDER(2):NorthPitMine-LoadSite3, move distance is 3.14
2025-09-25 12:06:53,566 [INFO] Truck: Time:<0> Truck:[CLTruck1] Activated at 0, Target load site is ORDER(3):NorthPitMine-LoadSite4, move distance is 2.26
2025-09-25 12:06:53,567 [INFO] Truck: Time:<0> Truck:[CLTruck2] Activated at 0, Target load site is ORDER(3):NorthPitMine-LoadSite4, move distance is 2.26
